Entity,Code,Year,"Homicide rate per 100,000 population of female victims",World region according to OWID
Oceania (UN),UN_OCE,2000,2.2836246,
Oceania (UN),UN_OCE,2001,1.9874321,
Oceania (UN),UN_OCE,2002,2.074758,
Oceania (UN),UN_OCE,2003,2.0211823,
Oceania (UN),UN_OCE,2004,2.0185711,
Oceania (UN),UN_OCE,2005,2.181785,
Oceania (UN),UN_OCE,2006,1.9987235,
Oceania (UN),UN_OCE,2007,1.9159576,
Oceania (UN),UN_OCE,2008,2.2008007,
Oceania (UN),UN_OCE,2009,1.8393507,
Oceania (UN),UN_OCE,2010,2.275929,
Oceania (UN),UN_OCE,2011,2.0497413,
Oceania (UN),UN_OCE,2012,2.047595,
Oceania (UN),UN_OCE,2013,2.0985746,
Oceania (UN),UN_OCE,2014,2.2350605,
Oceania (UN),UN_OCE,2015,2.0703762,
Oceania (UN),UN_OCE,2016,2.1785986,
Oceania (UN),UN_OCE,2017,1.742654,
Oceania (UN),UN_OCE,2018,2.124318,
Oceania (UN),UN_OCE,2019,1.8652198,
Oceania (UN),UN_OCE,2020,1.8180667,
Oceania (UN),UN_OCE,2021,2.107203,
Oceania (UN),UN_OCE,2022,1.8879412,
Oceania (UN),UN_OCE,2023,1.9997414,
Oman,OMN,2014,0.42417455,Asia
Oman,OMN,2015,0.2713486,Asia
Oman,OMN,2016,0.32713842,Asia
Oman,OMN,2017,0.25407326,Asia
Oman,OMN,2018,0.12352542,Asia
Oman,OMN,2019,0.35954863,Asia
Oman,OMN,2020,0.23340538,Asia
Oman,OMN,2021,0.17148149,Asia
Oman,OMN,2022,0.27494794,Asia
Oman,OMN,2023,0.104450725,Asia
Palestine,PSE,2010,0.47635943,Asia
Palestine,PSE,2011,0.15147083,Asia
Palestine,PSE,2012,0.18882376,Asia
Palestine,PSE,2015,0.30731043,Asia
Palestine,PSE,2017,0.20919229,Asia
Palestine,PSE,2018,0.12279526,Asia
Palestine,PSE,2019,0.28047547,Asia
Palestine,PSE,2020,0.54881114,Asia
Palestine,PSE,2021,0.34506503,Asia
Palestine,PSE,2022,0.26241764,Asia
Panama,PAN,1996,1.6169418,North America
Panama,PAN,1997,2.1354294,North America
Panama,PAN,1998,2.8128119,North America
Panama,PAN,1999,1.2732698,North America
Panama,PAN,2000,1.9348108,North America
Panama,PAN,2001,1.7566407,North America
Panama,PAN,2002,2.520807,North America
Panama,PAN,2003,2.2658386,North America
Panama,PAN,2004,1.6682613,North America
Panama,PAN,2005,2.1572633,North America
Panama,PAN,2006,1.1303525,North America
Panama,PAN,2007,1.2263172,North America
Panama,PAN,2008,1.7771138,North America
Panama,PAN,2009,2.2513509,North America
Panama,PAN,2010,1.7134091,North America
Panama,PAN,2011,1.4113525,North America
Panama,PAN,2012,1.8185514,North America
Panama,PAN,2013,2.6193507,North America
Panama,PAN,2014,1.9692622,North America
Panama,PAN,2015,2.5055194,North America
Panama,PAN,2016,2.187643,North America
Panama,PAN,2017,1.9059805,North America
Panama,PAN,2018,1.6819677,North America
Panama,PAN,2019,2.4591434,North America
Panama,PAN,2020,2.1450427,North America
Panama,PAN,2021,1.9802883,North America
Panama,PAN,2022,1.8639969,North America
Panama,PAN,2023,2.0638108,North America
Paraguay,PRY,2007,1.6699251,South America
Paraguay,PRY,2008,2.1205268,South America
Paraguay,PRY,2009,2.4539285,South America
Paraguay,PRY,2010,2.5651834,South America
Paraguay,PRY,2011,2.1492953,South America
Paraguay,PRY,2012,2.4945369,South America
Paraguay,PRY,2013,1.7510054,South America
Paraguay,PRY,2014,2.2892334,South America
Paraguay,PRY,2015,1.8630389,South America
Paraguay,PRY,2016,1.7711332,South America
Paraguay,PRY,2017,1.8089054,South America
Paraguay,PRY,2018,1.9709436,South America
Paraguay,PRY,2019,1.6660093,South America
Paraguay,PRY,2020,2.099265,South America
Paraguay,PRY,2021,1.922475,South America
Paraguay,PRY,2022,0.9795389,South America
Paraguay,PRY,2023,2.1396656,South America
Peru,PER,2011,1.8898659,South America
Peru,PER,2012,2.123142,South America
Peru,PER,2013,2.0694292,South America
Peru,PER,2014,2.2667332,South America
Peru,PER,2015,2.6205535,South America
Peru,PER,2016,3.2318661,South America
Peru,PER,2017,3.2542117,South America
Peru,PER,2018,3.320032,South America
Peru,PER,2019,2.9063962,South America
Peru,PER,2020,2.178133,South America
Peru,PER,2021,3.9921236,South America
Philippines,PHL,2007,2.0968678,Asia
Philippines,PHL,2008,2.5885708,Asia
Philippines,PHL,2009,3.3427982,Asia
Philippines,PHL,2010,2.5245419,Asia
Philippines,PHL,2011,2.0803394,Asia
Philippines,PHL,2012,2.1769965,Asia
Philippines,PHL,2016,1.7655203,Asia
Philippines,PHL,2017,1.2666806,Asia
Philippines,PHL,2018,0.89854866,Asia
Philippines,PHL,2019,0.7800831,Asia
Philippines,PHL,2023,1.1705376,Asia
Poland,POL,1990,1.1131706,Europe
Poland,POL,1991,1.3693384,Europe
Poland,POL,1992,1.1051382,Europe
Poland,POL,1993,1.2589576,Europe
Poland,POL,1994,1.260937,Europe
Poland,POL,1995,1.2046055,Europe
Poland,POL,1996,1.3329347,Europe
Poland,POL,1999,0.9310836,Europe
Poland,POL,2000,1.1600561,Europe
Poland,POL,2001,1.1084352,Europe
Poland,POL,2002,1.0361867,Europe
Poland,POL,2003,1.0409524,Europe
Poland,POL,2004,0.7811113,Europe
Poland,POL,2005,0.7326807,Europe
Poland,POL,2006,0.712414,Europe
Poland,POL,2007,0.58839214,Europe
Poland,POL,2008,0.4504891,Europe
Poland,POL,2009,0.5692802,Europe
Poland,POL,2010,0.5990781,Europe
Poland,POL,2011,0.6682885,Europe
Poland,POL,2012,0.56185573,Europe
Poland,POL,2013,0.43420044,Europe
Poland,POL,2014,0.46773046,Europe
Poland,POL,2015,0.56816596,Europe
Poland,POL,2016,0.3602616,Europe
Poland,POL,2017,0.4771517,Europe
Poland,POL,2018,0.42155114,Europe
Poland,POL,2019,0.40656036,Europe
Poland,POL,2020,0.4528748,Europe
Poland,POL,2021,0.40313575,Europe
Poland,POL,2022,0.46002054,Europe
Poland,POL,2023,0.610667,Europe
Polynesia (UN),,2000,1.1779112,
Polynesia (UN),,2001,1.4568827,
Polynesia (UN),,2002,1.4520931,
Polynesia (UN),,2003,1.102018,
Polynesia (UN),,2004,1.1192125,
Polynesia (UN),,2005,1.1501172,
Polynesia (UN),,2006,1.1090469,
Polynesia (UN),,2007,1.5891296,
Polynesia (UN),,2008,2.193412,
Polynesia (UN),,2009,1.7967794,
Polynesia (UN),,2010,0.9380219,
Polynesia (UN),,2011,0.76872116,
Polynesia (UN),,2012,0.9232044,
Polynesia (UN),,2013,1.1777679,
Polynesia (UN),,2014,1.5266347,
Polynesia (UN),,2015,1.7726802,
Polynesia (UN),,2016,1.9848919,
Polynesia (UN),,2017,2.3717718,
Polynesia (UN),,2018,2.477349,
Polynesia (UN),,2019,0.628074,
Polynesia (UN),,2020,1.1822324,
Polynesia (UN),,2021,1.2108655,
Polynesia (UN),,2022,1.1776762,
Polynesia (UN),,2023,1.1888793,
Portugal,PRT,1994,0.7753384,Europe
Portugal,PRT,1995,0.67034477,Europe
Portugal,PRT,1996,0.5118727,Europe
Portugal,PRT,1997,0.5398104,Europe
Portugal,PRT,1998,0.59850264,Europe
Portugal,PRT,1999,0.62887305,Europe
Portugal,PRT,2000,0.67429376,Europe
Portugal,PRT,2001,0.46825692,Europe
Portugal,PRT,2002,0.6917623,Europe
Portugal,PRT,2003,0.615167,Europe
Portugal,PRT,2004,0.7229434,Europe
Portugal,PRT,2005,0.60324806,Europe
Portugal,PRT,2006,0.7738614,Europe
Portugal,PRT,2007,0.9429776,Europe
Portugal,PRT,2008,0.65566856,Europe
Portugal,PRT,2009,0.68730193,Europe
Portugal,PRT,2010,0.75474805,Europe
Portugal,PRT,2011,0.7100301,Europe
Portugal,PRT,2012,0.7517965,Europe
Portugal,PRT,2013,0.9482593,Europe
Portugal,PRT,2014,0.88101614,Europe
Portugal,PRT,2015,0.58252245,Europe
Portugal,PRT,2016,0.33643076,Europe
Portugal,PRT,2017,0.4410584,Europe
Portugal,PRT,2018,0.50357807,Europe
Portugal,PRT,2019,0.60353214,Europe
Portugal,PRT,2020,0.6185799,Europe
Portugal,PRT,2021,0.4590548,Europe
Portugal,PRT,2022,0.43999568,Europe
Puerto Rico,PRI,1990,4.1149607,North America
Puerto Rico,PRI,1991,5.9066215,North America
Puerto Rico,PRI,1992,4.091714,North America
Puerto Rico,PRI,1993,5.2964406,North America
Puerto Rico,PRI,1994,4.4411254,North America
Puerto Rico,PRI,1995,4.0899243,North America
Puerto Rico,PRI,1996,3.9843643,North America
Puerto Rico,PRI,1997,3.0224214,North America
Puerto Rico,PRI,1998,3.03091,North America
Puerto Rico,PRI,1999,2.86112,North America
Puerto Rico,PRI,2000,3.746477,North America
Puerto Rico,PRI,2001,3.4891994,North America
Puerto Rico,PRI,2002,3.186337,North America
Puerto Rico,PRI,2003,2.986448,North America
Puerto Rico,PRI,2004,3.4473693,North America
Puerto Rico,PRI,2005,3.353609,North America
Puerto Rico,PRI,2006,2.2928598,North America
Puerto Rico,PRI,2007,2.555168,North America
Puerto Rico,PRI,2008,3.2809458,North America
Puerto Rico,PRI,2009,2.8800836,North America
Puerto Rico,PRI,2010,3.307304,North America
Puerto Rico,PRI,2011,4.2696924,North America
Puerto Rico,PRI,2012,4.3616376,North America
Puerto Rico,PRI,2013,2.8129373,North America
Puerto Rico,PRI,2014,2.7890024,North America
Puerto Rico,PRI,2015,2.0066838,North America
Puerto Rico,PRI,2016,3.073311,North America
Puerto Rico,PRI,2017,2.0891614,North America
Puerto Rico,PRI,2018,2.8878655,North America
Puerto Rico,PRI,2019,2.3670743,North America
Puerto Rico,PRI,2020,2.836198,North America
Puerto Rico,PRI,2021,2.154096,North America
Puerto Rico,PRI,2022,3.0945427,North America
Puerto Rico,PRI,2023,2.3914404,North America
Qatar,QAT,2001,0.46737054,Asia
Qatar,QAT,2004,0.40523237,Asia
Qatar,QAT,2005,1.5300522,Asia
Qatar,QAT,2006,0.3606645,Asia
Qatar,QAT,2007,0.9857558,Asia
Qatar,QAT,2008,0.29423144,Asia
Qatar,QAT,2009,0.5267295,Asia
Qatar,QAT,2010,0,Asia
Qatar,QAT,2011,0,Asia
Qatar,QAT,2012,0.20388025,Asia
Qatar,QAT,2013,0.18987834,Asia
Qatar,QAT,2014,0.35534614,Asia
Qatar,QAT,2015,0.16663028,Asia
Qatar,QAT,2016,0.7813074,Asia
Qatar,QAT,2017,0.14754279,Asia
Qatar,QAT,2018,0,Asia
Qatar,QAT,2019,0,Asia
Qatar,QAT,2020,0.25579587,Asia
Qatar,QAT,2021,0.5042887,Asia
Qatar,QAT,2022,0.9824262,Asia
Reunion,REU,2004,2.5313485,Africa
Reunion,REU,2005,1.777279,Africa
Reunion,REU,2006,1.9411325,Africa
Reunion,REU,2007,1.8745372,Africa
Reunion,REU,2008,1.0384648,Africa
Reunion,REU,2009,1.3322614,Africa
Romania,ROU,1990,1.644383,Europe
Romania,ROU,1991,1.5618478,Europe
Romania,ROU,1992,1.8102431,Europe
Romania,ROU,1993,1.7009906,Europe
Romania,ROU,1994,1.8936185,Europe
Romania,ROU,1995,1.7886273,Europe
Romania,ROU,1996,1.8842295,Europe
Romania,ROU,1997,1.906836,Europe
Romania,ROU,1998,1.4293859,Europe
Romania,ROU,1999,1.4150169,Europe
Romania,ROU,2000,1.2220265,Europe
Romania,ROU,2001,1.5522102,Europe
Romania,ROU,2002,2.1447647,Europe
Romania,ROU,2003,2.1188796,Europe
Romania,ROU,2004,1.3842734,Europe
Romania,ROU,2005,1.4159001,Europe
Romania,ROU,2006,1.0075551,Europe
Romania,ROU,2007,1.1362647,Europe
Romania,ROU,2008,0.94036204,Europe
Romania,ROU,2009,0.8252817,Europe
Romania,ROU,2010,0.85027075,Europe
Romania,ROU,2011,0.6569849,Europe
Romania,ROU,2012,0.7955414,Europe
Romania,ROU,2013,0.55888313,Europe
Romania,ROU,2014,1.0365521,Europe
Romania,ROU,2015,0.92535007,Europe
Romania,ROU,2016,0.8910273,Europe
Romania,ROU,2017,0.8756689,Europe
Romania,ROU,2018,0.8109254,Europe
Romania,ROU,2019,0.70594126,Europe
Romania,ROU,2020,0.9602824,Europe
Romania,ROU,2021,0.7658665,Europe
Romania,ROU,2022,0.86002433,Europe
Romania,ROU,2023,0.53762233,Europe
Romania,ROU,2024,0.66290206,Europe
Russia,RUS,1990,6.448882,Europe
Russia,RUS,1991,6.6876955,Europe
Russia,RUS,1992,9.834008,Europe
Russia,RUS,1993,13.498179,Europe
Russia,RUS,1994,14.358227,Europe
Russia,RUS,1995,13.685903,Europe
Russia,RUS,1996,12.2554,Europe
Russia,RUS,1997,11.054445,Europe
Russia,RUS,1998,10.729813,Europe
Russia,RUS,1999,12.600273,Europe
Russia,RUS,2000,13.23211,Europe
Russia,RUS,2001,13.807693,Europe
Russia,RUS,2002,13.754398,Europe
Russia,RUS,2003,13.222452,Europe
Russia,RUS,2004,12.404485,Europe
Russia,RUS,2005,11.413779,Europe
Russia,RUS,2006,9.326388,Europe
Russia,RUS,2007,8.01712,Europe
Russia,RUS,2008,5.813401,Europe
Russia,RUS,2009,5.9744887,Europe
Russia,RUS,2010,5.633682,Europe
Russia,RUS,2011,5.2422338,Europe
Russia,RUS,2012,5.470522,Europe
Russia,RUS,2013,5.1805534,Europe
Russia,RUS,2014,5.38977,Europe
Russia,RUS,2015,5.495361,Europe
Russia,RUS,2016,5.314803,Europe
Russia,RUS,2017,4.447182,Europe
Russia,RUS,2018,4.044938,Europe
Russia,RUS,2019,3.7215462,Europe
Russia,RUS,2020,3.5244138,Europe
Russia,RUS,2021,3.288553,Europe
Russia,RUS,2022,2.9159935,Europe
Russia,RUS,2023,2.7802944,Europe
Russia,RUS,2024,2.6360726,Europe
Saint Kitts and Nevis,KNA,1997,13.725894,North America
Saint Kitts and Nevis,KNA,1999,0,North America
Saint Kitts and Nevis,KNA,2001,8.715547,North America
Saint Kitts and Nevis,KNA,2002,0,North America
Saint Kitts and Nevis,KNA,2003,0,North America
Saint Kitts and Nevis,KNA,2004,0,North America
Saint Kitts and Nevis,KNA,2009,12.588117,North America
Saint Kitts and Nevis,KNA,2010,8.386623,North America
Saint Kitts and Nevis,KNA,2011,4.183925,North America
Saint Kitts and Nevis,KNA,2016,8.270957,North America
Saint Kitts and Nevis,KNA,2017,12.386457,North America
Saint Kitts and Nevis,KNA,2018,16.494505,North America
Saint Kitts and Nevis,KNA,2019,8.240626,North America
Saint Kitts and Nevis,KNA,2020,0,North America
Saint Kitts and Nevis,KNA,2021,4.118616,North America
Saint Kitts and Nevis,KNA,2022,8.232316,North America
Saint Lucia,LCA,1990,7.154355,North America
Saint Lucia,LCA,1991,4.2463746,North America
Saint Lucia,LCA,1992,4.1849174,North America
Saint Lucia,LCA,1993,0,North America
Saint Lucia,LCA,1994,4.0650406,North America
Saint Lucia,LCA,1995,4.0029354,North America
Saint Lucia,LCA,1996,1.3151406,North America
Saint Lucia,LCA,1997,6.487651,North America
Saint Lucia,LCA,1998,2.5622137,North America
Saint Lucia,LCA,1999,2.5320623,North America
Saint Lucia,LCA,2000,3.0848494,North America
Saint Lucia,LCA,2002,8.15582,North America
Saint Lucia,LCA,2003,2.5842454,North America
Saint Lucia,LCA,2004,4.718177,North America
Saint Lucia,LCA,2009,7.171818,North America
Saint Lucia,LCA,2010,6.436588,North America
Saint Lucia,LCA,2011,8.514068,North America
Saint Lucia,LCA,2012,7.3195233,North America
Saint Lucia,LCA,2013,5.75692,North America
Saint Lucia,LCA,2014,0,North America
Saint Lucia,LCA,2015,5.697454,North America
Saint Lucia,LCA,2016,2.2675865,North America
Saint Lucia,LCA,2017,4.5131955,North America
Saint Lucia,LCA,2018,4.4915557,North America
Saint Lucia,LCA,2019,0,North America
Saint Lucia,LCA,2020,5.5639944,North America
Saint Lucia,LCA,2021,8.877743,North America
Saint Lucia,LCA,2022,9.961427,North America
Saint Lucia,LCA,2023,9.924409,North America
Saint Pierre and Miquelon,SPM,2006,0,North America
Saint Vincent and the Grenadines,VCT,2004,11.318561,North America
Saint Vincent and the Grenadines,VCT,2005,12.801288,North America
Saint Vincent and the Grenadines,VCT,2006,11.304424,North America
Saint Vincent and the Grenadines,VCT,2007,16.40849,North America
Saint Vincent and the Grenadines,VCT,2008,5.5661726,North America
Saint Vincent and the Grenadines,VCT,2009,6.4346466,North America
Saint Vincent and the Grenadines,VCT,2010,5.6263013,North America
Saint Vincent and the Grenadines,VCT,2016,7.7430844,North America
Saint Vincent and the Grenadines,VCT,2017,9.737477,North America
Saint Vincent and the Grenadines,VCT,2018,13.719707,North America
Saint Vincent and the Grenadines,VCT,2019,0,North America
Saint Vincent and the Grenadines,VCT,2020,9.906483,North America
Saint Vincent and the Grenadines,VCT,2021,0,North America
Saint Vincent and the Grenadines,VCT,2022,10.010912,North America
Samoa,WSM,2017,0.98699147,Oceania
Samoa,WSM,2018,0.9743835,Oceania
San Marino,SMR,1995,0,Europe
San Marino,SMR,1996,0,Europe
San Marino,SMR,1997,0,Europe
San Marino,SMR,1998,0,Europe
San Marino,SMR,1999,0,Europe
San Marino,SMR,2000,0,Europe
San Marino,SMR,2001,0,Europe
San Marino,SMR,2002,7.030124,Europe
San Marino,SMR,2003,0,Europe
San Marino,SMR,2004,0,Europe
San Marino,SMR,2005,0,Europe
San Marino,SMR,2006,0,Europe
San Marino,SMR,2007,0,Europe
San Marino,SMR,2008,0,Europe
San Marino,SMR,2009,0,Europe
San Marino,SMR,2010,0,Europe
San Marino,SMR,2011,0,Europe
Sao Tome and Principe,STP,2006,0,Africa
Sao Tome and Principe,STP,2007,0,Africa
Sao Tome and Principe,STP,2008,0,Africa
Sao Tome and Principe,STP,2009,0,Africa
Sao Tome and Principe,STP,2010,0,Africa
Sao Tome and Principe,STP,2011,0,Africa
Scotland,,1991,0.7020695,
Scotland,,1992,0.74394953,
Scotland,,1993,0.9416099,
Scotland,,1994,0.78721076,
Scotland,,1995,0.9158022,
Scotland,,1996,1.2554694,
Scotland,,1997,0.605827,
Scotland,,1998,0.65811914,
Scotland,,1999,0.7526219,
Scotland,,2000,1.3682938,
Scotland,,2001,0.8363534,
Scotland,,2002,0.76035076,
Scotland,,2003,0.5702529,
Scotland,,2004,1.0236202,
Scotland,,2005,0.49076495,
Scotland,,2006,0.7524636,
Scotland,,2007,0.89771944,
Scotland,,2008,1.0418209,
Scotland,,2009,1.0000255,
Scotland,,2010,0.7737708,
Scotland,,2011,0.7327081,
Scotland,,2012,0.4385468,
Scotland,,2013,0.5472415,
Scotland,,2014,0.54524237,
Scotland,,2015,0.6153777,
Scotland,,2016,0.57612044,
Scotland,,2017,0.50278324,
Scotland,,2018,0.57361054,
Scotland,,2019,0.67849946,
Scotland,,2020,0.35704237,
Scotland,,2021,0.56993496,
Scotland,,2022,0.46247733,
Scotland,,2023,0.46080515,
Serbia,SRB,2000,1.4795705,Europe
Serbia,SRB,2001,1.8827363,Europe
Serbia,SRB,2002,1.3990158,Europe
Serbia,SRB,2003,1.6830199,Europe
Serbia,SRB,2004,1.2840635,Europe
Serbia,SRB,2005,1.1353388,Europe
Serbia,SRB,2006,1.2921537,Europe
Serbia,SRB,2007,1.3995757,Europe
Serbia,SRB,2008,0.9712927,Europe
Serbia,SRB,2009,0.97570467,Europe
Serbia,SRB,2010,1.1092147,Europe
Serbia,SRB,2011,1.0368537,Europe
Serbia,SRB,2012,1.0167478,Europe
Serbia,SRB,2013,1.2333138,Europe
Serbia,SRB,2014,0.9773955,Europe
Serbia,SRB,2015,0.7979498,Europe
Serbia,SRB,2016,1.0179873,Europe
Serbia,SRB,2017,0.6747631,Europe
Serbia,SRB,2018,0.7616302,Europe
Serbia,SRB,2019,0.76766074,Europe
Serbia,SRB,2020,0.60827273,Europe
Serbia,SRB,2021,0.7543583,Europe
Serbia,SRB,2022,0.5617634,Europe
Serbia,SRB,2023,0.6466972,Europe
Seychelles,SYC,2004,4.248138,Africa
Seychelles,SYC,2006,5.90373,Africa
Seychelles,SYC,2007,3.3110151,Africa
Seychelles,SYC,2008,2.7083144,Africa
Seychelles,SYC,2009,6.2665057,Africa
Seychelles,SYC,2010,2.8481238,Africa
Seychelles,SYC,2011,11.015111,Africa
Seychelles,SYC,2012,0.9501346,Africa
Seychelles,SYC,2013,13.722415,Africa
Seychelles,SYC,2014,5.061457,Africa
Singapore,SGP,2006,0.23107971,Asia
Singapore,SGP,2007,0.22404245,Asia
Singapore,SGP,2008,0.4764485,Asia
Singapore,SGP,2009,0.29432347,Asia
Singapore,SGP,2010,0.12321093,Asia
Singapore,SGP,2011,0.24115425,Asia
Singapore,SGP,2012,0.23666823,Asia
Singapore,SGP,2013,0.23350497,Asia
Singapore,SGP,2014,0.26914024,Asia
Singapore,SGP,2015,0.1137272,Asia
Singapore,SGP,2016,0.26166102,Asia
Singapore,SGP,2017,0.18470185,Asia
Singapore,SGP,2018,0.25643298,Asia
Singapore,SGP,2019,0.25568166,Asia
Singapore,SGP,2020,0.18446462,Asia
Singapore,SGP,2021,0.07463561,Asia
Singapore,SGP,2022,0.07325504,Asia
Singapore,SGP,2023,0.07151256,Asia
Slovakia,SVK,2000,1.2291061,Europe
Slovakia,SVK,2001,1.1928785,Europe
Slovakia,SVK,2002,1.7719657,Europe
Slovakia,SVK,2003,1.7002207,Europe
Slovakia,SVK,2004,1.3025328,Europe
Slovakia,SVK,2005,1.1579051,Europe
Slovakia,SVK,2006,0.54285693,Europe
Slovakia,SVK,2007,1.0135101,Europe
Slovakia,SVK,2008,0.8685626,Europe
Slovakia,SVK,2009,1.1571941,Europe
Slovakia,SVK,2010,1.120049,Europe
Slovakia,SVK,2011,1.1191493,Europe
Slovakia,SVK,2012,0.64927596,Europe
Slovakia,SVK,2013,0.8290463,Europe
Slovakia,SVK,2014,0.6844377,Europe
Slovakia,SVK,2015,0.50404614,Europe
Slovakia,SVK,2016,0.7194757,Europe
Slovakia,SVK,2017,0.68272066,Europe
Slovakia,SVK,2018,0.93331665,Europe
Slovakia,SVK,2019,0.5378835,Europe
Slovakia,SVK,2020,1.0033619,Europe
Slovakia,SVK,2021,0.6464303,Europe
Slovakia,SVK,2022,0.6070283,Europe
Slovakia,SVK,2023,0.7436682,Europe
Slovenia,SVN,2004,0.68746847,Europe
Slovenia,SVN,2005,0.9810717,Europe
Slovenia,SVN,2006,0.29393005,Europe
Slovenia,SVN,2007,0.78264755,Europe
Slovenia,SVN,2008,0.4879858,Europe
Slovenia,SVN,2009,0.6806515,Europe
Slovenia,SVN,2010,0.77515435,Europe
Slovenia,SVN,2011,0.6763948,Europe
Slovenia,SVN,2012,0.5785614,Europe
Slovenia,SVN,2013,0.28903225,Europe
Slovenia,SVN,2014,0.5778657,Europe
Slovenia,SVN,2015,1.0591359,Europe
Slovenia,SVN,2016,0.1925708,Europe
Slovenia,SVN,2017,0.86713266,Europe
Slovenia,SVN,2018,0.48147708,Europe
Slovenia,SVN,2019,0.6726252,Europe
Slovenia,SVN,2020,0.57276833,Europe
Slovenia,SVN,2021,0.5698777,Europe
Slovenia,SVN,2022,0.47463998,Europe
Slovenia,SVN,2023,0.28445294,Europe
South Africa,ZAF,2006,10.461779,Africa
South Africa,ZAF,2007,10.183289,Africa
South Africa,ZAF,2008,9.576561,Africa
South Africa,ZAF,2009,9.661078,Africa
South Africa,ZAF,2010,10.095528,Africa
South Africa,ZAF,2011,8.736586,Africa
South Africa,ZAF,2016,8.952135,Africa
South Africa,ZAF,2017,9.855256,Africa
South Africa,ZAF,2018,9.171899,Africa
South Africa,ZAF,2019,8.779745,Africa
South Africa,ZAF,2021,10.284611,Africa
South Africa,ZAF,2022,12.203576,Africa
South Korea,KOR,2011,0.8958422,Asia
South Korea,KOR,2012,0.89275867,Asia
South Korea,KOR,2013,0.7329998,Asia
South Korea,KOR,2014,0.7681162,Asia
South Korea,KOR,2015,0.77930754,Asia
South Korea,KOR,2016,0.75391555,Asia
South Korea,KOR,2017,0.5950824,Asia
South Korea,KOR,2018,0.596791,Asia
South Korea,KOR,2019,0.59493715,Asia
South Korea,KOR,2020,0.53168845,Asia
South Korea,KOR,2021,0.4620331,Asia
South Korea,KOR,2022,0.49726588,Asia
South Korea,KOR,2023,0.4630187,Asia
South-Eastern Asia (UN),,2000,1.3473845,
South-Eastern Asia (UN),,2001,1.2600696,
South-Eastern Asia (UN),,2002,1.2311448,
South-Eastern Asia (UN),,2003,1.2776644,
South-Eastern Asia (UN),,2004,1.0634056,
South-Eastern Asia (UN),,2005,1.0850425,
South-Eastern Asia (UN),,2006,1.0265781,
South-Eastern Asia (UN),,2007,0.9566591,
South-Eastern Asia (UN),,2008,0.9837019,
South-Eastern Asia (UN),,2009,1.1009696,
South-Eastern Asia (UN),,2010,0.942521,
South-Eastern Asia (UN),,2011,0.8814389,
South-Eastern Asia (UN),,2012,0.96068245,
South-Eastern Asia (UN),,2013,0.90522075,
South-Eastern Asia (UN),,2014,0.87634295,
South-Eastern Asia (UN),,2015,0.8318388,
South-Eastern Asia (UN),,2016,0.8266289,
South-Eastern Asia (UN),,2017,0.7212283,
South-Eastern Asia (UN),,2018,0.6397468,
South-Eastern Asia (UN),,2019,0.610139,
South-Eastern Asia (UN),,2020,0.6140201,
South-Eastern Asia (UN),,2021,1.0973089,
South-Eastern Asia (UN),,2022,0.63396287,
South-Eastern Asia (UN),,2023,0.65846735,
Southern Asia (UN),,2000,2.7537088,
Southern Asia (UN),,2001,2.7247555,
Southern Asia (UN),,2002,2.6004648,
Southern Asia (UN),,2003,2.5365248,
Southern Asia (UN),,2004,2.7152932,
Southern Asia (UN),,2005,2.5845726,
Southern Asia (UN),,2006,2.6240363,
Southern Asia (UN),,2007,2.7552612,
Southern Asia (UN),,2008,2.7991073,
Southern Asia (UN),,2009,2.8676636,
Southern Asia (UN),,2010,2.834862,
Southern Asia (UN),,2011,2.9468455,
Southern Asia (UN),,2012,2.907316,
Southern Asia (UN),,2013,2.847452,
Southern Asia (UN),,2014,2.8439398,
Southern Asia (UN),,2015,2.5132115,
Southern Asia (UN),,2016,2.535003,
Southern Asia (UN),,2017,2.5159395,
Southern Asia (UN),,2018,2.4861994,
Southern Asia (UN),,2019,2.4619358,
Southern Asia (UN),,2020,2.362969,
Southern Asia (UN),,2021,2.3911166,
Southern Asia (UN),,2022,2.3630357,
Southern Asia (UN),,2023,2.4000218,
Southern Europe (UN),,2000,0.77863437,
Southern Europe (UN),,2001,0.78526413,
Southern Europe (UN),,2002,0.77773446,
Southern Europe (UN),,2003,0.77557313,
Southern Europe (UN),,2004,0.7569373,
Southern Europe (UN),,2005,0.6510811,
Southern Europe (UN),,2006,0.7144018,
Southern Europe (UN),,2007,0.70485127,
Southern Europe (UN),,2008,0.62245536,
Southern Europe (UN),,2009,0.63183767,
Southern Europe (UN),,2010,0.6743903,
Southern Europe (UN),,2011,0.61404234,
Southern Europe (UN),,2012,0.6425063,
Southern Europe (UN),,2013,0.6561138,
Southern Europe (UN),,2014,0.5829663,
Southern Europe (UN),,2015,0.54068553,
Southern Europe (UN),,2016,0.53372514,
Southern Europe (UN),,2017,0.49578655,
Southern Europe (UN),,2018,0.5133394,
Southern Europe (UN),,2019,0.4808078,
Southern Europe (UN),,2020,0.47165382,
Southern Europe (UN),,2021,0.44586036,
Southern Europe (UN),,2022,0.5045675,
Southern Europe (UN),,2023,0.45165083,
Spain,ESP,2001,0.6311383,Europe
Spain,ESP,2002,0.6317467,Europe
Spain,ESP,2003,0.7926932,Europe
Spain,ESP,2004,0.8557082,Europe
Spain,ESP,2005,0.5805877,Europe
Spain,ESP,2006,0.70594555,Europe
Spain,ESP,2007,0.7270919,Europe
