Entity,Code,Year,Share of the population using safely managed drinking water
Costa Rica,CRI,2015,80.04385
Costa Rica,CRI,2016,80.18558
Costa Rica,CRI,2017,80.319084
Costa Rica,CRI,2018,80.445015
Costa Rica,CRI,2019,80.52068
Costa Rica,CRI,2020,80.51605
Costa Rica,CRI,2021,80.51169
Costa Rica,CRI,2022,80.507576
Costa Rica,CRI,2023,80.50371
Costa Rica,CRI,2024,80.50008
Cote d'Ivoire,CIV,2000,25.353697
Cote d'Ivoire,CIV,2001,25.856947
Cote d'Ivoire,CIV,2002,26.35859
Cote d'Ivoire,CIV,2003,26.858252
Cote d'Ivoire,CIV,2004,27.356083
Cote d'Ivoire,CIV,2005,27.851223
Cote d'Ivoire,CIV,2006,28.344093
Cote d'Ivoire,CIV,2007,28.834597
Cote d'Ivoire,CIV,2008,29.322624
Cote d'Ivoire,CIV,2009,29.807646
Cote d'Ivoire,CIV,2010,30.290022
Cote d'Ivoire,CIV,2011,30.76965
Cote d'Ivoire,CIV,2012,31.89941
Cote d'Ivoire,CIV,2013,33.03745
Cote d'Ivoire,CIV,2014,34.183685
Cote d'Ivoire,CIV,2015,35.340057
Cote d'Ivoire,CIV,2016,36.506176
Cote d'Ivoire,CIV,2017,37.68232
Cote d'Ivoire,CIV,2018,38.234253
Cote d'Ivoire,CIV,2019,38.440422
Cote d'Ivoire,CIV,2020,38.666454
Cote d'Ivoire,CIV,2021,38.91307
Cote d'Ivoire,CIV,2022,37.74107
Cote d'Ivoire,CIV,2023,36.24813
Cote d'Ivoire,CIV,2024,36.448936
Croatia,HRV,2000,85.10822
Croatia,HRV,2001,85.16076
Croatia,HRV,2002,85.280815
Croatia,HRV,2003,85.400536
Croatia,HRV,2004,85.516235
Croatia,HRV,2005,85.63135
Croatia,HRV,2006,85.745865
Croatia,HRV,2007,85.85978
Croatia,HRV,2008,85.973114
Croatia,HRV,2009,86.085846
Croatia,HRV,2010,86.19799
Croatia,HRV,2011,86.30931
Croatia,HRV,2012,86.42389
Croatia,HRV,2013,86.541405
Croatia,HRV,2014,86.5901
Croatia,HRV,2015,86.642166
Croatia,HRV,2016,86.697815
Croatia,HRV,2017,86.757065
Croatia,HRV,2018,86.81989
Croatia,HRV,2019,86.8861
Croatia,HRV,2020,86.95589
Croatia,HRV,2021,87.028824
Croatia,HRV,2022,87.10535
Croatia,HRV,2023,87.18524
Croatia,HRV,2024,87.26827
Cyprus,CYP,2000,96.31784
Cyprus,CYP,2001,96.31771
Cyprus,CYP,2002,96.317795
Cyprus,CYP,2003,96.31428
Cyprus,CYP,2004,96.51368
Cyprus,CYP,2005,96.70981
Cyprus,CYP,2006,96.905014
Cyprus,CYP,2007,97.10017
Cyprus,CYP,2008,97.295265
Cyprus,CYP,2009,97.4903
Cyprus,CYP,2010,97.68529
Cyprus,CYP,2011,97.880226
Cyprus,CYP,2012,98.0751
Cyprus,CYP,2013,98.26991
Cyprus,CYP,2014,98.46467
Cyprus,CYP,2015,98.65937
Cyprus,CYP,2016,98.85402
Cyprus,CYP,2017,99.04862
Cyprus,CYP,2018,99.24317
Cyprus,CYP,2019,99.4377
Cyprus,CYP,2020,99.63219
Cyprus,CYP,2021,99.73737
Cyprus,CYP,2022,99.72922
Cyprus,CYP,2023,99.72108
Cyprus,CYP,2024,99.72111
Czechia,CZE,2000,94.70721
Czechia,CZE,2001,94.698685
Czechia,CZE,2002,94.960396
Czechia,CZE,2003,95.223076
Czechia,CZE,2004,95.48682
Czechia,CZE,2005,95.75162
Czechia,CZE,2006,96.01748
Czechia,CZE,2007,96.28436
Czechia,CZE,2008,96.552345
Czechia,CZE,2009,96.82137
Czechia,CZE,2010,97.0915
Czechia,CZE,2011,97.36267
Czechia,CZE,2012,97.635574
Czechia,CZE,2013,97.90711
Czechia,CZE,2014,98.111725
Czechia,CZE,2015,98.14423
Czechia,CZE,2016,98.15069
Czechia,CZE,2017,98.15016
Czechia,CZE,2018,98.14958
Czechia,CZE,2019,98.14893
Czechia,CZE,2020,98.14824
Czechia,CZE,2021,98.14748
Czechia,CZE,2022,98.14667
Czechia,CZE,2023,98.1458
Czechia,CZE,2024,98.144875
Democratic Republic of Congo,COD,2000,12.21198
Democratic Republic of Congo,COD,2001,12.212948
Democratic Republic of Congo,COD,2002,12.208426
Democratic Republic of Congo,COD,2003,12.198289
Democratic Republic of Congo,COD,2004,12.182402
Democratic Republic of Congo,COD,2005,12.161865
Democratic Republic of Congo,COD,2006,12.137095
Democratic Republic of Congo,COD,2007,12.107881
Democratic Republic of Congo,COD,2008,12.073408
Democratic Republic of Congo,COD,2009,12.034064
Democratic Republic of Congo,COD,2010,11.989051
Democratic Republic of Congo,COD,2011,11.938725
Democratic Republic of Congo,COD,2012,11.882306
Democratic Republic of Congo,COD,2013,11.819583
Democratic Republic of Congo,COD,2014,11.750613
Democratic Republic of Congo,COD,2015,11.674906
Democratic Republic of Congo,COD,2016,11.592245
Democratic Republic of Congo,COD,2017,11.502164
Democratic Republic of Congo,COD,2018,11.404699
Democratic Republic of Congo,COD,2019,11.299389
Democratic Republic of Congo,COD,2020,11.186022
Democratic Republic of Congo,COD,2021,11.384091
Democratic Republic of Congo,COD,2022,11.584737
Democratic Republic of Congo,COD,2023,11.728221
Democratic Republic of Congo,COD,2024,11.872648
Denmark,DNK,2000,94.60386
Denmark,DNK,2001,94.60386
Denmark,DNK,2002,94.60387
Denmark,DNK,2003,94.60387
Denmark,DNK,2004,94.927055
Denmark,DNK,2005,95.25025
Denmark,DNK,2006,95.57345
Denmark,DNK,2007,95.89664
Denmark,DNK,2008,96.21983
Denmark,DNK,2009,96.54303
Denmark,DNK,2010,96.86623
Denmark,DNK,2011,97.18942
Denmark,DNK,2012,97.51262
Denmark,DNK,2013,97.83581
Denmark,DNK,2014,98.15901
Denmark,DNK,2015,98.48221
Denmark,DNK,2016,98.8054
Denmark,DNK,2017,99.12859
Denmark,DNK,2018,99.45179
Denmark,DNK,2019,99.77498
Denmark,DNK,2020,99.91883
Denmark,DNK,2021,99.91883
Denmark,DNK,2022,99.91883
Denmark,DNK,2023,99.91882
Denmark,DNK,2024,99.91883
Dominican Republic,DOM,2000,42.05519
Dominican Republic,DOM,2001,42.19297
Dominican Republic,DOM,2002,42.328396
Dominican Republic,DOM,2003,42.517082
Dominican Republic,DOM,2004,42.72422
Dominican Republic,DOM,2005,42.92473
Dominican Republic,DOM,2006,43.1192
Dominican Republic,DOM,2007,43.307346
Dominican Republic,DOM,2008,43.489243
Dominican Republic,DOM,2009,43.664013
Dominican Republic,DOM,2010,43.832607
Dominican Republic,DOM,2011,43.98236
Dominican Republic,DOM,2012,44.118214
Dominican Republic,DOM,2013,44.248856
Dominican Republic,DOM,2014,44.374607
Dominican Republic,DOM,2015,44.49566
Dominican Republic,DOM,2016,44.611965
Dominican Republic,DOM,2017,44.72326
Dominican Republic,DOM,2018,44.827927
Dominican Republic,DOM,2019,44.926205
Dominican Republic,DOM,2020,45.018333
Dominican Republic,DOM,2021,45.104763
Dominican Republic,DOM,2022,45.18572
Dominican Republic,DOM,2023,45.261417
Dominican Republic,DOM,2024,45.33241
Eastern Mediterranean (WHO),WHO_EMR,2000,59.331127
Eastern Mediterranean (WHO),WHO_EMR,2001,59.486446
Eastern Mediterranean (WHO),WHO_EMR,2002,59.56666
Eastern Mediterranean (WHO),WHO_EMR,2003,59.67367
Eastern Mediterranean (WHO),WHO_EMR,2004,59.86952
Eastern Mediterranean (WHO),WHO_EMR,2005,60.14412
Eastern Mediterranean (WHO),WHO_EMR,2006,60.44224
Eastern Mediterranean (WHO),WHO_EMR,2007,60.740955
Eastern Mediterranean (WHO),WHO_EMR,2008,61.002617
Eastern Mediterranean (WHO),WHO_EMR,2009,61.220585
Eastern Mediterranean (WHO),WHO_EMR,2010,61.456886
Eastern Mediterranean (WHO),WHO_EMR,2011,61.68713
Eastern Mediterranean (WHO),WHO_EMR,2012,61.914196
Eastern Mediterranean (WHO),WHO_EMR,2013,62.168068
Eastern Mediterranean (WHO),WHO_EMR,2014,62.436153
Eastern Mediterranean (WHO),WHO_EMR,2015,62.728188
Eastern Mediterranean (WHO),WHO_EMR,2016,63.02255
Eastern Mediterranean (WHO),WHO_EMR,2017,63.221577
Eastern Mediterranean (WHO),WHO_EMR,2018,63.391678
Eastern Mediterranean (WHO),WHO_EMR,2019,63.539867
Eastern Mediterranean (WHO),WHO_EMR,2020,63.64353
Eastern Mediterranean (WHO),WHO_EMR,2021,63.74525
Eastern Mediterranean (WHO),WHO_EMR,2022,63.924667
Eastern Mediterranean (WHO),WHO_EMR,2023,64.06188
Eastern Mediterranean (WHO),WHO_EMR,2024,64.147156
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2000,68.20809
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2001,68.76771
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2002,70.00866
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2003,70.65997
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2004,71.29307
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2005,71.911705
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2006,72.498436
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2007,73.05996
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2008,73.60352
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2009,74.13462
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2010,74.646805
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2011,75.125694
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2012,75.58394
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2013,76.027336
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2014,76.455605
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2015,65.03923
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2016,65.78813
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2017,66.53304
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2018,67.262634
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2019,67.97187
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2020,68.65807
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2021,69.32949
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2022,69.96439
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2023,70.5518
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2024,75.31448
Ecuador,ECU,2000,61.55963
Ecuador,ECU,2001,61.99997
Ecuador,ECU,2002,62.400196
Ecuador,ECU,2003,62.77393
Ecuador,ECU,2004,63.146828
Ecuador,ECU,2005,63.518684
Ecuador,ECU,2006,63.88951
Ecuador,ECU,2007,64.25972
Ecuador,ECU,2008,64.6289
Ecuador,ECU,2009,64.99705
Ecuador,ECU,2010,65.36439
Ecuador,ECU,2011,65.7244
Ecuador,ECU,2012,66.07921
Ecuador,ECU,2013,66.43344
Ecuador,ECU,2014,66.78692
Ecuador,ECU,2015,67.139595
Ecuador,ECU,2016,67.4924
Ecuador,ECU,2017,67.845604
Ecuador,ECU,2018,68.20313
Ecuador,ECU,2019,68.56562
Ecuador,ECU,2020,68.93423
Ecuador,ECU,2021,69.247856
Ecuador,ECU,2022,69.45637
Ecuador,ECU,2023,69.66892
Ecuador,ECU,2024,69.887
Egypt,EGY,2000,65.30305
Egypt,EGY,2001,65.26704
Egypt,EGY,2002,65.87007
Egypt,EGY,2003,66.47251
Egypt,EGY,2004,67.07436
Egypt,EGY,2005,67.67562
Egypt,EGY,2006,68.27628
Egypt,EGY,2007,68.8744
Egypt,EGY,2008,69.47055
Egypt,EGY,2009,70.06597
Egypt,EGY,2010,70.66055
Egypt,EGY,2011,71.254395
Egypt,EGY,2012,71.84551
Egypt,EGY,2013,72.4358
Egypt,EGY,2014,73.02514
Egypt,EGY,2015,73.61359
Egypt,EGY,2016,74.2012
Egypt,EGY,2017,74.789566
Egypt,EGY,2018,75.37881
Egypt,EGY,2019,75.96909
Egypt,EGY,2020,76.56056
Egypt,EGY,2021,77.15326
Egypt,EGY,2022,77.747314
Egypt,EGY,2023,78.34297
Egypt,EGY,2024,78.940155
Estonia,EST,2000,91.727455
Estonia,EST,2001,92.0493
Estonia,EST,2002,92.37476
Estonia,EST,2003,92.703705
Estonia,EST,2004,93.03631
Estonia,EST,2005,93.37261
Estonia,EST,2006,93.71249
Estonia,EST,2007,94.05609
Estonia,EST,2008,94.40347
Estonia,EST,2009,94.75463
Estonia,EST,2010,95.10949
Estonia,EST,2011,95.46818
Estonia,EST,2012,95.84225
Estonia,EST,2013,96.228134
Estonia,EST,2014,96.61296
Estonia,EST,2015,96.99677
Estonia,EST,2016,97.37957
Estonia,EST,2017,97.69471
Estonia,EST,2018,97.888054
Estonia,EST,2019,98.07805
Estonia,EST,2020,98.26823
Estonia,EST,2021,98.441185
Estonia,EST,2022,98.608765
Estonia,EST,2023,98.77634
Estonia,EST,2024,98.94391
Eswatini,SWZ,2000,27.408157
Eswatini,SWZ,2001,27.900997
Eswatini,SWZ,2002,28.39426
Eswatini,SWZ,2003,28.887936
Eswatini,SWZ,2004,29.380873
Eswatini,SWZ,2005,29.874763
Eswatini,SWZ,2006,30.368456
Eswatini,SWZ,2007,30.88976
Eswatini,SWZ,2008,31.589178
Eswatini,SWZ,2009,32.228165
Eswatini,SWZ,2010,32.76984
Eswatini,SWZ,2011,33.31228
Eswatini,SWZ,2012,33.6922
Eswatini,SWZ,2013,34.069847
Eswatini,SWZ,2014,34.444607
Eswatini,SWZ,2015,34.817024
Eswatini,SWZ,2016,35.19105
Eswatini,SWZ,2017,35.565945
Eswatini,SWZ,2018,35.942104
Eswatini,SWZ,2019,36.31935
Eswatini,SWZ,2020,36.697506
Eswatini,SWZ,2021,37.076385
Eswatini,SWZ,2022,37.45633
Eswatini,SWZ,2023,37.836094
Eswatini,SWZ,2024,38.216537
Ethiopia,ETH,2000,5.356496
Ethiopia,ETH,2001,5.5016994
Ethiopia,ETH,2002,5.663094
Ethiopia,ETH,2003,5.8395114
Ethiopia,ETH,2004,6.0312095
Ethiopia,ETH,2005,6.238087
Ethiopia,ETH,2006,6.4603963
Ethiopia,ETH,2007,6.703368
Ethiopia,ETH,2008,7.0232906
Ethiopia,ETH,2009,7.3589864
Ethiopia,ETH,2010,7.7112865
Ethiopia,ETH,2011,8.079246
Ethiopia,ETH,2012,8.463319
Ethiopia,ETH,2013,8.856631
Ethiopia,ETH,2014,9.265252
Ethiopia,ETH,2015,9.688573
Ethiopia,ETH,2016,10.12667
Ethiopia,ETH,2017,10.578583
Ethiopia,ETH,2018,11.045052
Ethiopia,ETH,2019,11.525772
Ethiopia,ETH,2020,12.0201
Ethiopia,ETH,2021,12.5280485
Ethiopia,ETH,2022,12.865819
Ethiopia,ETH,2023,13.205654
Ethiopia,ETH,2024,13.547201
Europe (WHO),WHO_EUR,2000,86.54258
Europe (WHO),WHO_EUR,2001,86.665344
Europe (WHO),WHO_EUR,2002,86.84132
Europe (WHO),WHO_EUR,2003,87.02373
Europe (WHO),WHO_EUR,2004,87.3918
Europe (WHO),WHO_EUR,2005,88.47419
Europe (WHO),WHO_EUR,2006,88.81307
Europe (WHO),WHO_EUR,2007,89.15464
Europe (WHO),WHO_EUR,2008,89.48484
Europe (WHO),WHO_EUR,2009,89.80055
Europe (WHO),WHO_EUR,2010,90.08877
Europe (WHO),WHO_EUR,2011,90.37082
Europe (WHO),WHO_EUR,2012,90.63848
Europe (WHO),WHO_EUR,2013,90.91281
Europe (WHO),WHO_EUR,2014,91.06932
Europe (WHO),WHO_EUR,2015,91.22268
Europe (WHO),WHO_EUR,2016,91.42884
Europe (WHO),WHO_EUR,2017,91.64002
Europe (WHO),WHO_EUR,2018,91.83236
Europe (WHO),WHO_EUR,2019,92.02618
Europe (WHO),WHO_EUR,2020,92.17725
Europe (WHO),WHO_EUR,2021,92.27925
Europe (WHO),WHO_EUR,2022,92.3774
Europe (WHO),WHO_EUR,2023,92.45689
Europe (WHO),WHO_EUR,2024,92.53146
Europe and Northern America (UN SDG),UNSDG_ENA,2000,91.90994
Europe and Northern America (UN SDG),UNSDG_ENA,2001,91.99259
Europe and Northern America (UN SDG),UNSDG_ENA,2002,92.08593
Europe and Northern America (UN SDG),UNSDG_ENA,2003,92.152626
Europe and Northern America (UN SDG),UNSDG_ENA,2004,92.40867
Europe and Northern America (UN SDG),UNSDG_ENA,2005,92.657425
Europe and Northern America (UN SDG),UNSDG_ENA,2006,92.683556
Europe and Northern America (UN SDG),UNSDG_ENA,2007,92.7277
Europe and Northern America (UN SDG),UNSDG_ENA,2008,92.77479
Europe and Northern America (UN SDG),UNSDG_ENA,2009,92.87474
Europe and Northern America (UN SDG),UNSDG_ENA,2010,92.98922
Europe and Northern America (UN SDG),UNSDG_ENA,2011,93.10359
Europe and Northern America (UN SDG),UNSDG_ENA,2012,93.21483
Europe and Northern America (UN SDG),UNSDG_ENA,2013,93.336205
Europe and Northern America (UN SDG),UNSDG_ENA,2014,93.42822
Europe and Northern America (UN SDG),UNSDG_ENA,2015,93.51388
Europe and Northern America (UN SDG),UNSDG_ENA,2016,93.59497
Europe and Northern America (UN SDG),UNSDG_ENA,2017,93.674545
Europe and Northern America (UN SDG),UNSDG_ENA,2018,93.75516
Europe and Northern America (UN SDG),UNSDG_ENA,2019,93.83846
Europe and Northern America (UN SDG),UNSDG_ENA,2020,93.919304
Europe and Northern America (UN SDG),UNSDG_ENA,2021,94.00284
Europe and Northern America (UN SDG),UNSDG_ENA,2022,94.10301
Europe and Northern America (UN SDG),UNSDG_ENA,2023,94.18359
Europe and Northern America (UN SDG),UNSDG_ENA,2024,94.2292
Fiji,FJI,2000,39.23305
Fiji,FJI,2001,39.331947
Fiji,FJI,2002,39.43084
Fiji,FJI,2003,39.53002
Fiji,FJI,2004,39.629562
Fiji,FJI,2005,39.728718
Fiji,FJI,2006,39.82823
Fiji,FJI,2007,39.92786
Fiji,FJI,2008,40.051903
Fiji,FJI,2009,40.181908
Fiji,FJI,2010,40.312313
Fiji,FJI,2011,40.44261
Fiji,FJI,2012,40.57331
Fiji,FJI,2013,40.703392
Fiji,FJI,2014,40.83362
Fiji,FJI,2015,40.963993
Fiji,FJI,2016,41.094257
Fiji,FJI,2017,41.22416
Fiji,FJI,2018,41.353947
Fiji,FJI,2019,41.482864
Fiji,FJI,2020,41.61065
Fiji,FJI,2021,41.737556
Fiji,FJI,2022,41.863583
Fiji,FJI,2023,41.988472
Fiji,FJI,2024,42.11075
Finland,FIN,2000,94.3757
Finland,FIN,2001,94.70998
Finland,FIN,2002,95.04425
Finland,FIN,2003,95.37853
Finland,FIN,2004,95.7128
Finland,FIN,2005,96.04708
Finland,FIN,2006,96.381355
Finland,FIN,2007,96.71563
Finland,FIN,2008,97.04991
Finland,FIN,2009,97.384186
Finland,FIN,2010,97.71847
Finland,FIN,2011,98.05274
Finland,FIN,2012,98.38702
Finland,FIN,2013,98.72129
Finland,FIN,2014,99.055565
Finland,FIN,2015,99.38985
Finland,FIN,2016,99.631874
Finland,FIN,2017,99.633125
Finland,FIN,2018,99.63455
Finland,FIN,2019,99.63615
Finland,FIN,2020,99.637924
Finland,FIN,2021,99.6399
Finland,FIN,2022,99.64203
Finland,FIN,2023,99.644325
Finland,FIN,2024,99.6468
France,FRA,2000,97.35587
France,FRA,2001,97.352356
France,FRA,2002,97.34888
France,FRA,2003,97.345406
France,FRA,2004,97.46617
France,FRA,2005,97.58779
France,FRA,2006,97.710205
France,FRA,2007,97.83345
France,FRA,2008,97.95746
France,FRA,2009,98.08225
France,FRA,2010,98.20785
France,FRA,2011,98.33426
France,FRA,2012,98.461494
France,FRA,2013,98.589554
France,FRA,2014,98.718445
France,FRA,2015,98.8482
France,FRA,2016,98.9788
France,FRA,2017,99.110245
France,FRA,2018,99.24255
France,FRA,2019,99.37574
France,FRA,2020,99.50979
France,FRA,2021,99.64471
France,FRA,2022,99.70415
France,FRA,2023,99.708435
France,FRA,2024,99.7127
French Guiana,GUF,2001,88.87286
French Guiana,GUF,2002,88.87286
French Guiana,GUF,2003,88.87286
French Guiana,GUF,2004,88.87286
French Guiana,GUF,2005,88.87286
French Guiana,GUF,2006,89.05826
French Guiana,GUF,2007,89.24384
French Guiana,GUF,2008,89.429596
French Guiana,GUF,2009,89.615524
French Guiana,GUF,2010,89.801636
French Guiana,GUF,2011,89.98793
French Guiana,GUF,2012,90.17439
French Guiana,GUF,2013,90.36104
French Guiana,GUF,2014,90.54786
French Guiana,GUF,2015,90.734856
French Guiana,GUF,2016,90.922035
French Guiana,GUF,2017,91.10939
French Guiana,GUF,2018,91.29692
French Guiana,GUF,2019,91.48463
French Guiana,GUF,2020,91.672516
French Guiana,GUF,2021,91.86058
French Guiana,GUF,2022,92.04882
French Guiana,GUF,2023,92.23724
French Guiana,GUF,2024,92.23724
French Polynesia,PYF,2000,90.448715
French Polynesia,PYF,2001,90.448715
French Polynesia,PYF,2002,90.448715
French Polynesia,PYF,2003,90.448715
French Polynesia,PYF,2004,90.448715
French Polynesia,PYF,2005,90.448715
French Polynesia,PYF,2006,90.448715
French Polynesia,PYF,2007,90.448715
French Polynesia,PYF,2008,90.448715
French Polynesia,PYF,2009,90.448715
French Polynesia,PYF,2010,90.448715
French Polynesia,PYF,2011,90.448715
French Polynesia,PYF,2012,90.448715
French Polynesia,PYF,2013,90.448715
French Polynesia,PYF,2014,90.448715
French Polynesia,PYF,2015,90.448715
French Polynesia,PYF,2016,90.448715
French Polynesia,PYF,2017,90.448715
French Polynesia,PYF,2018,90.448715
French Polynesia,PYF,2019,90.448715
French Polynesia,PYF,2020,90.448715
French Polynesia,PYF,2021,90.448715
French Polynesia,PYF,2022,90.448715
French Polynesia,PYF,2023,90.448715
French Polynesia,PYF,2024,90.448715
Gambia,GMB,2000,23.296648
Gambia,GMB,2001,24.328266
Gambia,GMB,2002,25.37888
Gambia,GMB,2003,26.432375
Gambia,GMB,2004,27.44213
Gambia,GMB,2005,28.467169
Gambia,GMB,2006,29.507462
Gambia,GMB,2007,30.56298
Gambia,GMB,2008,31.634176
Gambia,GMB,2009,32.719105
Gambia,GMB,2010,33.819145
Gambia,GMB,2011,34.933266
Gambia,GMB,2012,36.062412
Gambia,GMB,2013,37.203968
Gambia,GMB,2014,38.35726
Gambia,GMB,2015,39.521584
Gambia,GMB,2016,40.69566
Gambia,GMB,2017,41.87979
Gambia,GMB,2018,43.073196
Gambia,GMB,2019,44.275635
Gambia,GMB,2020,45.486855
Gambia,GMB,2021,46.681427
Gambia,GMB,2022,47.25277
Gambia,GMB,2023,47.71905
Gambia,GMB,2024,48.179005
Georgia,GEO,2000,59.437145
Georgia,GEO,2001,59.40507
Georgia,GEO,2002,59.484524
Georgia,GEO,2003,59.699707
Georgia,GEO,2004,59.91403
Georgia,GEO,2005,60.127483
Georgia,GEO,2006,60.340477
Georgia,GEO,2007,60.552994
Georgia,GEO,2008,60.764656
Georgia,GEO,2009,60.975468
Georgia,GEO,2010,61.185806
Georgia,GEO,2011,61.395283
Georgia,GEO,2012,61.60431
Georgia,GEO,2013,62.634277
Georgia,GEO,2014,63.675575
Georgia,GEO,2015,64.72778
Georgia,GEO,2016,65.79487
Georgia,GEO,2017,66.8758
Georgia,GEO,2018,67.97175
Georgia,GEO,2019,69.082535
Georgia,GEO,2020,69.45645
Georgia,GEO,2021,69.72071
Georgia,GEO,2022,69.987404
Georgia,GEO,2023,70.25604
Georgia,GEO,2024,70.52661
Germany,DEU,2000,99.8429
Germany,DEU,2001,99.8429
Germany,DEU,2002,99.8429
Germany,DEU,2003,99.8429
Germany,DEU,2004,99.84935
Germany,DEU,2005,99.85583
Germany,DEU,2006,99.862335
Germany,DEU,2007,99.86888
Germany,DEU,2008,99.87546
Germany,DEU,2009,99.87845
Germany,DEU,2010,99.88153
Germany,DEU,2011,99.884705
Germany,DEU,2012,99.88772
Germany,DEU,2013,99.89073
Germany,DEU,2014,99.89375
Germany,DEU,2015,99.896774
Germany,DEU,2016,99.89984
Germany,DEU,2017,99.90295
Germany,DEU,2018,99.90612
Germany,DEU,2019,99.90935
Germany,DEU,2020,99.91265
Germany,DEU,2021,99.91604
Germany,DEU,2022,99.91641
Germany,DEU,2023,99.91683
Germany,DEU,2024,99.9173
Ghana,GHA,2000,14.361613
Ghana,GHA,2001,14.635947
Ghana,GHA,2002,15.666512
Ghana,GHA,2003,16.717497
Ghana,GHA,2004,17.78912
Ghana,GHA,2005,18.879908
Ghana,GHA,2006,19.990732
Ghana,GHA,2007,21.121117
Ghana,GHA,2008,22.270924
Ghana,GHA,2009,23.438925
Ghana,GHA,2010,24.626406
Ghana,GHA,2011,25.832117
Ghana,GHA,2012,27.055521
Ghana,GHA,2013,28.295662
Ghana,GHA,2014,29.552328
Ghana,GHA,2015,30.82531
Ghana,GHA,2016,32.114395
Ghana,GHA,2017,33.41898
Ghana,GHA,2018,34.738846
Ghana,GHA,2019,36.073364
Ghana,GHA,2020,37.42272
Ghana,GHA,2021,38.786293
Ghana,GHA,2022,40.163845
Ghana,GHA,2023,41.540985
Ghana,GHA,2024,42.94139
Gibraltar,GIB,2000,100
Gibraltar,GIB,2001,100
Gibraltar,GIB,2002,100
Gibraltar,GIB,2003,100
Gibraltar,GIB,2004,100
Gibraltar,GIB,2005,100
Gibraltar,GIB,2006,100
Gibraltar,GIB,2007,100
Gibraltar,GIB,2008,100
Gibraltar,GIB,2009,100
Gibraltar,GIB,2010,100
Gibraltar,GIB,2011,100
Gibraltar,GIB,2012,100
Gibraltar,GIB,2013,100
Gibraltar,GIB,2014,100
Gibraltar,GIB,2015,100
Gibraltar,GIB,2016,100
Gibraltar,GIB,2017,100
Gibraltar,GIB,2018,100
Gibraltar,GIB,2019,100
Gibraltar,GIB,2020,100
Gibraltar,GIB,2021,100
Gibraltar,GIB,2022,100
Gibraltar,GIB,2023,100
Gibraltar,GIB,2024,100
Greece,GRC,2000,99.37369
Greece,GRC,2001,99.41609
Greece,GRC,2002,99.46122
Greece,GRC,2003,99.5054
Greece,GRC,2004,99.548676
Greece,GRC,2005,99.59101
Greece,GRC,2006,99.63244
Greece,GRC,2007,99.67297
Greece,GRC,2008,99.707016
Greece,GRC,2009,99.52658
Greece,GRC,2010,99.34576
Greece,GRC,2011,99.164536
Greece,GRC,2012,98.98293
Greece,GRC,2013,98.80095
Greece,GRC,2014,98.61861
Greece,GRC,2015,98.43588
Greece,GRC,2016,98.25151
Greece,GRC,2017,98.05584
Greece,GRC,2018,97.860176
Greece,GRC,2019,97.6645
Greece,GRC,2020,97.468834
Greece,GRC,2021,97.27316
Greece,GRC,2022,97.07749
Greece,GRC,2023,96.88182
Greece,GRC,2024,96.68616
Grenada,GRD,2000,78.71873
Grenada,GRD,2001,79.61002
Grenada,GRD,2002,80.504776
Grenada,GRD,2003,81.402985
Grenada,GRD,2004,82.30465
Grenada,GRD,2005,83.20976
Grenada,GRD,2006,84.11833
Grenada,GRD,2007,85.03035
Grenada,GRD,2008,85.94583
Grenada,GRD,2009,86.86475
Grenada,GRD,2010,87.78714
Grenada,GRD,2011,88.712975
Grenada,GRD,2012,89.48485
Grenada,GRD,2013,89.775986
Grenada,GRD,2014,89.91768
Grenada,GRD,2015,89.91768
Grenada,GRD,2016,89.91768
Grenada,GRD,2017,89.91768
Guadeloupe,GLP,2001,97.5017
Guadeloupe,GLP,2002,97.5017
Guadeloupe,GLP,2003,97.5017
Guadeloupe,GLP,2004,97.5017
Guadeloupe,GLP,2005,97.5017
