country,field,num_patent_applications,num_patent_granted
Latvia,Planning_and_Scheduling,0,0
Latvia,Ontology_Engineering,0,0
Latvia,Computer_Vision,0,0
Latvia,Security__eg_cybersecurity,0,0
Latvia,Probabilistic_Reasoning,0,0
Morocco,Speech_Processing,0,0
"Moldova, Republic of",Security__eg_cybersecurity,0,0
"Moldova, Republic of",Knowledge_Representation,0,0
"Moldova, Republic of",Logic_Programming,0,0
"Moldova, Republic of",Measuring_and_Testing,0,0
"Moldova, Republic of",Analytics_and_Algorithms,0,0
"Moldova, Republic of",Ontology_Engineering,0,0
"Moldova, Republic of",Energy_Management,0,0
"Moldova, Republic of",Telecommunications,0,0
"Moldova, Republic of",Industrial_and_Manufacturing,0,0
"Moldova, Republic of",Physical_Sciences_and_Engineering,0,0
"Moldova, Republic of",Probabilistic_Reasoning,0,0
"Moldova, Republic of",Transportation,0,0
"Moldova, Republic of",Speech_Processing,0,0
"Moldova, Republic of",Banking_and_Finance,0,0
"Moldova, Republic of",Planning_and_Scheduling,0,0
"Moldova, Republic of",Control,0,0
"Moldova, Republic of",Generic_and_Unspecified,0,0
"Moldova, Republic of",Business,0,0
"Moldova, Republic of",Life_Sciences,0,0
Oman,Banking_and_Finance,0,0
Oman,Energy_Management,0,0
Oman,Planning_and_Scheduling,0,0
Oman,Industrial_and_Manufacturing,0,0
Oman,Physical_Sciences_and_Engineering,0,0
Oman,Business,0,0
Oman,Probabilistic_Reasoning,0,0
Oman,Analytics_and_Algorithms,0,0
Oman,Knowledge_Representation,0,0
Oman,Speech_Processing,0,0
Oman,Personal_Devices_and_Computing,0,0
Oman,Security__eg_cybersecurity,0,0
Oman,Telecommunications,0,0
Oman,Generic_and_Unspecified,0,0
Oman,Logic_Programming,0,0
Oman,Measuring_and_Testing,0,0
Oman,Computer_Vision,0,0
Oman,Ontology_Engineering,0,0
Panama,Energy_Management,0,0
Panama,Ontology_Engineering,0,0
Panama,Transportation,0,0
Panama,Planning_and_Scheduling,0,0
Panama,Machine_Learning,0,0
Panama,Analytics_and_Algorithms,0,0
Panama,Banking_and_Finance,0,0
Panama,Telecommunications,0,0
Panama,Personal_Devices_and_Computing,0,0
Panama,Probabilistic_Reasoning,0,0
Panama,Logic_Programming,0,0
Panama,Speech_Processing,0,0
Panama,Computer_Vision,0,0
Panama,Measuring_and_Testing,0,0
Panama,Business,0,0
Panama,Industrial_and_Manufacturing,0,0
Panama,Knowledge_Representation,0,0
Panama,Security__eg_cybersecurity,0,0
Panama,Physical_Sciences_and_Engineering,0,0
Peru,Ontology_Engineering,0,0
Peru,Speech_Processing,0,0
Philippines,Security__eg_cybersecurity,0,0
Philippines,Speech_Processing,0,0
Philippines,Knowledge_Representation,0,0
Philippines,Control,0,0
Philippines,Logic_Programming,0,0
Philippines,Industrial_and_Manufacturing,0,0
Philippines,Energy_Management,0,0
Philippines,Analytics_and_Algorithms,0,0
Poland,Ontology_Engineering,0,0
Portugal,Ontology_Engineering,0,0
Portugal,Banking_and_Finance,0,0
Romania,Speech_Processing,0,0
Romania,Measuring_and_Testing,0,0
Romania,Logic_Programming,0,0
Romania,Security__eg_cybersecurity,0,0
Romania,Transportation,0,0
Romania,Knowledge_Representation,0,0
Romania,Banking_and_Finance,0,0
Romania,Industrial_and_Manufacturing,0,0
Romania,Personal_Devices_and_Computing,0,0
Serbia,Energy_Management,0,0
Serbia,Speech_Processing,0,0
Serbia,Logic_Programming,0,0
Serbia,Knowledge_Representation,0,0
Serbia,Security__eg_cybersecurity,0,0
Serbia,Planning_and_Scheduling,0,0
Serbia,Analytics_and_Algorithms,0,0
Saudi Arabia,Logic_Programming,0,0
Saudi Arabia,Probabilistic_Reasoning,0,0
Saudi Arabia,Telecommunications,0,0
Saudi Arabia,Knowledge_Representation,0,0
Saudi Arabia,Analytics_and_Algorithms,0,0
Saudi Arabia,Life_Sciences,0,0
Saudi Arabia,Speech_Processing,0,0
Saudi Arabia,Physical_Sciences_and_Engineering,0,0
Saudi Arabia,Personal_Devices_and_Computing,0,0
Saudi Arabia,Transportation,0,0
Saudi Arabia,Computer_Vision,0,0
Saudi Arabia,Measuring_and_Testing,0,0
Saudi Arabia,Security__eg_cybersecurity,0,0
Saudi Arabia,Ontology_Engineering,0,0
Saudi Arabia,Control,0,0
Slovenia,Speech_Processing,0,0
Slovenia,Ontology_Engineering,0,0
Slovenia,Logic_Programming,0,0
Slovenia,Knowledge_Representation,0,0
Slovenia,Probabilistic_Reasoning,0,0
Slovenia,Security__eg_cybersecurity,0,0
Slovenia,Planning_and_Scheduling,0,0
Slovenia,Transportation,0,0
Slovakia,Knowledge_Representation,0,0
Slovakia,Physical_Sciences_and_Engineering,0,0
Slovakia,Transportation,0,0
Slovakia,Banking_and_Finance,0,0
Slovakia,Business,0,0
Slovakia,Planning_and_Scheduling,0,0
Slovakia,Analytics_and_Algorithms,0,0
Slovakia,Personal_Devices_and_Computing,0,0
Slovakia,Measuring_and_Testing,0,0
Slovakia,Control,0,0
Slovakia,Speech_Processing,0,0
Slovakia,Logic_Programming,0,0
Slovakia,Probabilistic_Reasoning,0,0
Slovakia,Ontology_Engineering,0,0
Slovakia,Telecommunications,0,0
Slovakia,Security__eg_cybersecurity,0,0
Slovakia,Computer_Vision,0,0
Slovakia,Life_Sciences,0,0
Slovakia,Energy_Management,0,0
Thailand,Transportation,0,0
Thailand,Telecommunications,0,0
Thailand,Security__eg_cybersecurity,0,0
Thailand,Energy_Management,0,0
Thailand,Speech_Processing,0,0
Thailand,Control,0,0
Thailand,Ontology_Engineering,0,0
Thailand,Knowledge_Representation,0,0
Thailand,Personal_Devices_and_Computing,0,0
Thailand,Industrial_and_Manufacturing,0,0
Thailand,Logic_Programming,0,0
Thailand,Probabilistic_Reasoning,0,0
Thailand,Measuring_and_Testing,0,0
Thailand,Planning_and_Scheduling,0,0
Thailand,Computer_Vision,0,0
Thailand,Generic_and_Unspecified,0,0
Thailand,Life_Sciences,0,0
Thailand,Analytics_and_Algorithms,0,0
Thailand,Physical_Sciences_and_Engineering,0,0
Thailand,Banking_and_Finance,0,0
Tunisia,Business,0,0
Tunisia,Ontology_Engineering,0,0
Tunisia,Transportation,0,0
Tunisia,Speech_Processing,0,0
Tunisia,Measuring_and_Testing,0,0
Tunisia,Analytics_and_Algorithms,0,0
Tunisia,Personal_Devices_and_Computing,0,0
Tunisia,Computer_Vision,0,0
Tunisia,Logic_Programming,0,0
Tunisia,Probabilistic_Reasoning,0,0
Tunisia,Banking_and_Finance,0,0
Tunisia,Planning_and_Scheduling,0,0
Tunisia,Physical_Sciences_and_Engineering,0,0
Tunisia,Industrial_and_Manufacturing,0,0
Tunisia,Knowledge_Representation,0,0
Tunisia,Energy_Management,0,0
Tunisia,Life_Sciences,0,0
Ukraine,Transportation,0,0
Ukraine,Telecommunications,0,0
Ukraine,Business,0,0
Ukraine,Security__eg_cybersecurity,0,0
Ukraine,Planning_and_Scheduling,0,0
Ukraine,Energy_Management,0,0
Ukraine,Analytics_and_Algorithms,0,0
Ukraine,Banking_and_Finance,0,0
Ukraine,Speech_Processing,0,0
Uruguay,Planning_and_Scheduling,0,0
Uruguay,Telecommunications,0,0
Uruguay,Transportation,0,0
Uruguay,Banking_and_Finance,0,0
Uruguay,Logic_Programming,0,0
Uruguay,Speech_Processing,0,0
Uruguay,Analytics_and_Algorithms,0,0
Uruguay,Energy_Management,0,0
Uruguay,Generic_and_Unspecified,0,0
Uruguay,Physical_Sciences_and_Engineering,0,0
Uruguay,Probabilistic_Reasoning,0,0
Uruguay,Measuring_and_Testing,0,0
Uruguay,Ontology_Engineering,0,0
Uruguay,Control,0,0
Uruguay,Security__eg_cybersecurity,0,0
Uruguay,Personal_Devices_and_Computing,0,0
Uruguay,Knowledge_Representation,0,0
Uruguay,Life_Sciences,0,0
Uruguay,Business,0,0
South Africa,Transportation,0,0
South Africa,Speech_Processing,0,0
South Africa,Probabilistic_Reasoning,0,0
Argentina,Security__eg_cybersecurity,1,0
Argentina,Transportation,1,1
Argentina,Banking_and_Finance,1,0
Argentina,Knowledge_Representation,1,1
Argentina,Speech_Processing,1,1
Azerbaijan,Personal_Devices_and_Computing,1,0
Azerbaijan,All,1,0
Azerbaijan,Generic_and_Unspecified,1,0
Belgium,Speech_Processing,1,1
Brunei Darussalam,Analytics_and_Algorithms,1,1
Brunei Darussalam,All,1,1
Brunei Darussalam,Machine_Learning,1,1
Brunei Darussalam,Life_Sciences,1,1
Switzerland,Energy_Management,1,1
Switzerland,Security__eg_cybersecurity,1,1
Switzerland,Ontology_Engineering,1,0
Chile,Transportation,1,1
Chile,Control,1,1
Chile,Industrial_and_Manufacturing,1,0
Chile,Analytics_and_Algorithms,1,0
Chile,Logic_Programming,1,1
Chile,Security__eg_cybersecurity,1,0
Colombia,Security__eg_cybersecurity,1,0
Colombia,Control,1,0
Colombia,Personal_Devices_and_Computing,1,0
Colombia,Banking_and_Finance,1,0
Costa Rica,Generic_and_Unspecified,1,0
Costa Rica,Industrial_and_Manufacturing,1,0
Costa Rica,Machine_Learning,1,0
Costa Rica,Life_Sciences,1,0
Cuba,Industrial_and_Manufacturing,1,1
Cuba,Control,1,1
Cuba,Physical_Sciences_and_Engineering,1,1
Cuba,Generic_and_Unspecified,1,1
Cuba,All,1,1
Cuba,Energy_Management,1,1
Cuba,Telecommunications,1,1
Czechia,Analytics_and_Algorithms,1,1
Czechia,Business,1,1
Czechia,Telecommunications,1,1
Czechia,Industrial_and_Manufacturing,1,1
Estonia,Machine_Learning,1,1
Estonia,All,1,1
Greece,Transportation,1,1
Hong Kong,Banking_and_Finance,1,1
Hong Kong,Measuring_and_Testing,1,1
Hong Kong,Security__eg_cybersecurity,1,1
Hong Kong,Probabilistic_Reasoning,1,1
Hong Kong,Planning_and_Scheduling,1,1
Hong Kong,Control,1,1
Hong Kong,Energy_Management,1,1
Croatia,Personal_Devices_and_Computing,1,1
Croatia,Telecommunications,1,1
Croatia,Ontology_Engineering,1,1
Croatia,Physical_Sciences_and_Engineering,1,0
Hungary,Energy_Management,1,1
Hungary,Banking_and_Finance,1,1
Indonesia,Business,1,1
Indonesia,Life_Sciences,1,1
Indonesia,Logic_Programming,1,0
Ireland,Computer_Vision,1,1
Ireland,Generic_and_Unspecified,1,0
Ireland,Life_Sciences,1,1
Ireland,Planning_and_Scheduling,1,0
Ireland,Probabilistic_Reasoning,1,0
Ireland,Business,1,0
Israel,Energy_Management,1,0
Iran,Logic_Programming,1,1
Iran,Telecommunications,1,1
Iran,Probabilistic_Reasoning,1,1
Iran,Security__eg_cybersecurity,1,1
Iran,Personal_Devices_and_Computing,1,1
Iran,All,1,1
Jordan,Measuring_and_Testing,1,0
Jordan,Control,1,0
Jordan,Telecommunications,1,0
Jordan,Security__eg_cybersecurity,1,1
Jordan,Business,1,0
Jordan,Generic_and_Unspecified,1,1
Kenya,Measuring_and_Testing,1,1
Kenya,Transportation,1,1
Kenya,Machine_Learning,1,1
Kenya,Computer_Vision,1,1
Kenya,Control,1,1
Kenya,All,1,1
Sri Lanka,All,1,1
Sri Lanka,Analytics_and_Algorithms,1,1
Sri Lanka,Life_Sciences,1,1
Sri Lanka,Machine_Learning,1,1
Lithuania,Transportation,1,1
Lithuania,Control,1,1
Lithuania,Probabilistic_Reasoning,1,1
Lithuania,Logic_Programming,1,1
Luxembourg,Banking_and_Finance,1,1
Luxembourg,Speech_Processing,1,1
Latvia,Telecommunications,1,1
Morocco,Knowledge_Representation,1,1
Morocco,Transportation,1,1
Morocco,Energy_Management,1,0
"Moldova, Republic of",Personal_Devices_and_Computing,1,0
"Moldova, Republic of",Computer_Vision,1,0
"Moldova, Republic of",All,1,0
"Moldova, Republic of",Machine_Learning,1,0
Norway,Speech_Processing,1,1
Norway,Ontology_Engineering,1,1
Norway,Knowledge_Representation,1,0
Oman,Transportation,1,0
Oman,Control,1,0
Oman,Machine_Learning,1,0
Oman,Life_Sciences,1,0
Oman,All,1,0
Panama,Control,1,0
Panama,Life_Sciences,1,0
Peru,Knowledge_Representation,1,0
Peru,Energy_Management,1,1
Philippines,Probabilistic_Reasoning,1,1
Philippines,Life_Sciences,1,1
Philippines,Ontology_Engineering,1,0
Philippines,Physical_Sciences_and_Engineering,1,1
Philippines,Planning_and_Scheduling,1,1
Philippines,Banking_and_Finance,1,1
Philippines,Telecommunications,1,1
Philippines,Transportation,1,0
Portugal,Speech_Processing,1,0
Romania,Analytics_and_Algorithms,1,1
Romania,Planning_and_Scheduling,1,0
Serbia,Life_Sciences,1,0
Serbia,Telecommunications,1,1
Serbia,Banking_and_Finance,1,1
Serbia,Physical_Sciences_and_Engineering,1,0
Serbia,Ontology_Engineering,1,0
Serbia,Business,1,1
Saudi Arabia,Planning_and_Scheduling,1,0
Saudi Arabia,Business,1,0
Saudi Arabia,Generic_and_Unspecified,1,0
Saudi Arabia,Energy_Management,1,0
Saudi Arabia,Industrial_and_Manufacturing,1,0
Saudi Arabia,Banking_and_Finance,1,0
Slovenia,Banking_and_Finance,1,1
Slovenia,Business,1,1
Slovenia,Industrial_and_Manufacturing,1,1
Slovenia,Energy_Management,1,1
Slovenia,Control,1,1
Slovakia,Generic_and_Unspecified,1,0
Thailand,Machine_Learning,1,0
Thailand,All,1,0
Thailand,Business,1,0
Tunisia,Telecommunications,1,0
Turkey,Ontology_Engineering,1,1
Turkey,Knowledge_Representation,1,0
Ukraine,Industrial_and_Manufacturing,1,1
Ukraine,Ontology_Engineering,1,1
Ukraine,Control,1,0
Ukraine,Computer_Vision,1,1
Ukraine,Physical_Sciences_and_Engineering,1,1
Ukraine,Knowledge_Representation,1,1
Ukraine,Measuring_and_Testing,1,1
Uruguay,Machine_Learning,1,1
Uruguay,Computer_Vision,1,1
South Africa,Measuring_and_Testing,1,1
South Africa,Industrial_and_Manufacturing,1,0
South Africa,Analytics_and_Algorithms,1,1
South Africa,Control,1,1
South Africa,Knowledge_Representation,1,0
South Africa,Ontology_Engineering,1,1
South Africa,Life_Sciences,1,1
Argentina,Energy_Management,2,1
Argentina,Industrial_and_Manufacturing,2,1
Argentina,Control,2,2
Belgium,Energy_Management,2,1
Belgium,Security__eg_cybersecurity,2,1
Switzerland,Measuring_and_Testing,2,0
Switzerland,Knowledge_Representation,2,0
Switzerland,Speech_Processing,2,1
Chile,Life_Sciences,2,0
Chile,Measuring_and_Testing,2,0
Chile,Computer_Vision,2,1
Chile,Physical_Sciences_and_Engineering,2,1
Colombia,Telecommunications,2,0
Colombia,Planning_and_Scheduling,2,0
Colombia,Probabilistic_Reasoning,2,1
Colombia,Computer_Vision,2,0
Costa Rica,All,2,0
Czechia,Transportation,2,2
Czechia,Personal_Devices_and_Computing,2,2
Czechia,Life_Sciences,2,1
Czechia,Logic_Programming,2,2
Czechia,Generic_and_Unspecified,2,1
Denmark,Knowledge_Representation,2,2
Finland,Banking_and_Finance,2,0
Greece,Security__eg_cybersecurity,2,1
Greece,Logic_Programming,2,2
Hong Kong,Life_Sciences,2,2
Hong Kong,Transportation,2,2
Hong Kong,Business,2,2
Hong Kong,Analytics_and_Algorithms,2,2
Hong Kong,Physical_Sciences_and_Engineering,2,1
Croatia,Control,2,2
Croatia,Computer_Vision,2,2
Croatia,Generic_and_Unspecified,2,1
Croatia,Life_Sciences,2,1
Hungary,Speech_Processing,2,2
Indonesia,All,2,1
Indonesia,Machine_Learning,2,1
Indonesia,Telecommunications,2,1
Indonesia,Banking_and_Finance,2,1
Indonesia,Personal_Devices_and_Computing,2,1
Ireland,Personal_Devices_and_Computing,2,1
Jordan,Industrial_and_Manufacturing,2,1
Jordan,Machine_Learning,2,1
Lithuania,Security__eg_cybersecurity,2,2
Lithuania,Planning_and_Scheduling,2,1
Lithuania,Energy_Management,2,2
Lithuania,Banking_and_Finance,2,2
Latvia,Machine_Learning,2,1
Latvia,All,2,1
Morocco,Planning_and_Scheduling,2,2
Morocco,Industrial_and_Manufacturing,2,1
Morocco,Ontology_Engineering,2,0
Morocco,Probabilistic_Reasoning,2,1
Morocco,Logic_Programming,2,2
Malaysia,Energy_Management,2,2
Malaysia,Speech_Processing,2,1
Norway,Security__eg_cybersecurity,2,2
New Zealand,Transportation,2,2
Panama,All,2,0
Panama,Generic_and_Unspecified,2,0
Peru,Probabilistic_Reasoning,2,2
Peru,Transportation,2,1
Philippines,Measuring_and_Testing,2,1
Philippines,Business,2,2
Poland,Speech_Processing,2,2
Portugal,Energy_Management,2,2
Romania,Control,2,2
Romania,Business,2,1
Serbia,Measuring_and_Testing,2,0
Serbia,Computer_Vision,2,1
Serbia,Transportation,2,2
Serbia,Probabilistic_Reasoning,2,0
Serbia,Personal_Devices_and_Computing,2,1
Saudi Arabia,Machine_Learning,2,1
Sweden,Ontology_Engineering,2,1
Slovenia,Analytics_and_Algorithms,2,2
Slovenia,Measuring_and_Testing,2,1
Slovenia,Physical_Sciences_and_Engineering,2,1
Slovakia,Industrial_and_Manufacturing,2,0
Tunisia,Security__eg_cybersecurity,2,0
Tunisia,Control,2,0
Tunisia,Machine_Learning,2,0
Tunisia,Generic_and_Unspecified,2,0
Turkey,Speech_Processing,2,0
Turkey,Probabilistic_Reasoning,2,0
Ukraine,Life_Sciences,2,2
Ukraine,Probabilistic_Reasoning,2,2
Uruguay,Industrial_and_Manufacturing,2,2
Uruguay,All,2,2
South Africa,Telecommunications,2,0
South Africa,Energy_Management,2,1
South Africa,Security__eg_cybersecurity,2,2
South Africa,Physical_Sciences_and_Engineering,2,1
Argentina,Probabilistic_Reasoning,3,1
Argentina,Logic_Programming,3,2
Austria,Banking_and_Finance,3,2
Austria,Probabilistic_Reasoning,3,3
Belgium,Telecommunications,3,3
Chile,Generic_and_Unspecified,3,1
Colombia,Generic_and_Unspecified,3,0
Colombia,Measuring_and_Testing,3,1
Colombia,Business,3,0
Colombia,Industrial_and_Manufacturing,3,1
Colombia,Analytics_and_Algorithms,3,1
Colombia,Physical_Sciences_and_Engineering,3,1
Czechia,Control,3,2
Greece,Probabilistic_Reasoning,3,2
Greece,Ontology_Engineering,3,3
Hong Kong,Telecommunications,3,3
Croatia,Machine_Learning,3,3
Hungary,Security__eg_cybersecurity,3,3
Hungary,Business,3,3
Hungary,Planning_and_Scheduling,3,3
Israel,Banking_and_Finance,3,1
Italy,Ontology_Engineering,3,1
Jordan,All,3,2
Lithuania,Business,3,2
Lithuania,Measuring_and_Testing,3,1
Morocco,Control,3,2
Morocco,Banking_and_Finance,3,2
Morocco,Physical_Sciences_and_Engineering,3,1
Malaysia,Industrial_and_Manufacturing,3,2
Malaysia,Physical_Sciences_and_Engineering,3,3
Netherlands,Speech_Processing,3,3
Netherlands,Banking_and_Finance,3,3
Norway,Energy_Management,3,2
Norway,Physical_Sciences_and_Engineering,3,1
Norway,Business,3,2
Norway,Planning_and_Scheduling,3,2
Norway,Banking_and_Finance,3,3
New Zealand,Speech_Processing,3,3
New Zealand,Energy_Management,3,2
New Zealand,Planning_and_Scheduling,3,2
New Zealand,Control,3,1
Peru,Logic_Programming,3,1
Peru,Analytics_and_Algorithms,3,1
Peru,Security__eg_cybersecurity,3,1
Philippines,Generic_and_Unspecified,3,2
Poland,Planning_and_Scheduling,3,1
Portugal,Security__eg_cybersecurity,3,1
Portugal,Planning_and_Scheduling,3,1
Portugal,Business,3,1
Romania,Computer_Vision,3,2
Romania,Physical_Sciences_and_Engineering,3,2
Romania,Telecommunications,3,3
Romania,Ontology_Engineering,3,0
Romania,Life_Sciences,3,3
Romania,Energy_Management,3,1
Serbia,Control,3,3
Saudi Arabia,All,3,1
Slovenia,Telecommunications,3,3
Slovenia,Life_Sciences,3,2
Turkey,Energy_Management,3,0
Ukraine,Logic_Programming,3,3
Ukraine,Personal_Devices_and_Computing,3,3
South Africa,Computer_Vision,3,3
South Africa,Banking_and_Finance,3,2
South Africa,Logic_Programming,3,0
Argentina,Analytics_and_Algorithms,4,3
Austria,Logic_Programming,4,2
Austria,Planning_and_Scheduling,4,3
Austria,Knowledge_Representation,4,2
Austria,Security__eg_cybersecurity,4,1
Belgium,Analytics_and_Algorithms,4,4
Belgium,Transportation,4,3
Belgium,Life_Sciences,4,4
Switzerland,Transportation,4,2
Switzerland,Industrial_and_Manufacturing,4,3
Switzerland,Physical_Sciences_and_Engineering,4,3
Switzerland,Telecommunications,4,3
Chile,Personal_Devices_and_Computing,4,1
Czechia,Measuring_and_Testing,4,3
Greece,Telecommunications,4,3
Hong Kong,Computer_Vision,4,4
Croatia,Measuring_and_Testing,4,3
Hungary,Industrial_and_Manufacturing,4,4
Hungary,Logic_Programming,4,4
Hungary,Transportation,4,4
Israel,Knowledge_Representation,4,1
Israel,Physical_Sciences_and_Engineering,4,0
Lithuania,Industrial_and_Manufacturing,4,4
Lithuania,Physical_Sciences_and_Engineering,4,2
Luxembourg,Ontology_Engineering,4,4
Morocco,Business,4,4
Morocco,Security__eg_cybersecurity,4,3
Malaysia,Analytics_and_Algorithms,4,4
Malaysia,Knowledge_Representation,4,3
Norway,Probabilistic_Reasoning,4,3
Norway,Logic_Programming,4,2
New Zealand,Logic_Programming,4,3
New Zealand,Knowledge_Representation,4,3
New Zealand,Ontology_Engineering,4,3
New Zealand,Physical_Sciences_and_Engineering,4,3
Peru,Banking_and_Finance,4,1
Poland,Banking_and_Finance,4,3
Poland,Energy_Management,4,2
Portugal,Physical_Sciences_and_Engineering,4,3
Portugal,Probabilistic_Reasoning,4,4
Serbia,Industrial_and_Manufacturing,4,4
Sweden,Knowledge_Representation,4,2
Sweden,Speech_Processing,4,4
Slovenia,Personal_Devices_and_Computing,4,4
Tunisia,All,4,0
Turkey,Physical_Sciences_and_Engineering,4,0
Austria,Business,5,4
Belgium,Business,5,5
Belgium,Planning_and_Scheduling,5,5
Belgium,Generic_and_Unspecified,5,3
Switzerland,Probabilistic_Reasoning,5,4
Chile,Telecommunications,5,1
Denmark,Banking_and_Finance,5,5
Spain,Ontology_Engineering,5,4
Finland,Ontology_Engineering,5,2
Greece,Speech_Processing,5,4
Greece,Industrial_and_Manufacturing,5,4
Greece,Physical_Sciences_and_Engineering,5,3
Greece,Energy_Management,5,4
Greece,Planning_and_Scheduling,5,4
Hong Kong,Personal_Devices_and_Computing,5,4
Croatia,All,5,4
Hungary,Physical_Sciences_and_Engineering,5,4
Hungary,Probabilistic_Reasoning,5,5
Ireland,Machine_Learning,5,4
Israel,Ontology_Engineering,5,3
Morocco,Analytics_and_Algorithms,5,4
Malaysia,Security__eg_cybersecurity,5,4
Malaysia,Ontology_Engineering,5,5
Netherlands,Security__eg_cybersecurity,5,5
Norway,Industrial_and_Manufacturing,5,3
Norway,Life_Sciences,5,2
Norway,Computer_Vision,5,2
New Zealand,Banking_and_Finance,5,3
New Zealand,Business,5,3
Peru,Industrial_and_Manufacturing,5,1
Peru,Planning_and_Scheduling,5,2
Peru,Control,5,3
Peru,Business,5,2
Peru,Life_Sciences,5,2
Philippines,Personal_Devices_and_Computing,5,3
Poland,Knowledge_Representation,5,4
Portugal,Industrial_and_Manufacturing,5,4
Portugal,Transportation,5,5
Portugal,Knowledge_Representation,5,4
Romania,Probabilistic_Reasoning,5,1
Serbia,Generic_and_Unspecified,5,1
Slovenia,Computer_Vision,5,5
Argentina,Life_Sciences,6,3
Belgium,Physical_Sciences_and_Engineering,6,4
Belgium,Industrial_and_Manufacturing,6,6
Belgium,Personal_Devices_and_Computing,6,6
Switzerland,Logic_Programming,6,2
Switzerland,Banking_and_Finance,6,2
Switzerland,Computer_Vision,6,2
Switzerland,Analytics_and_Algorithms,6,3
Switzerland,Control,6,3
Switzerland,Planning_and_Scheduling,6,3
Colombia,Life_Sciences,6,1
Denmark,Physical_Sciences_and_Engineering,6,5
Finland,Transportation,6,2
Finland,Speech_Processing,6,3
Hong Kong,Generic_and_Unspecified,6,5
Hungary,Measuring_and_Testing,6,4
Ireland,All,6,4
Israel,Speech_Processing,6,1
Lithuania,Computer_Vision,6,6
Lithuania,Telecommunications,6,6
Lithuania,Analytics_and_Algorithms,6,6
Luxembourg,Transportation,6,5
Luxembourg,Knowledge_Representation,6,6
Morocco,Telecommunications,6,5
Netherlands,Energy_Management,6,6
Netherlands,Physical_Sciences_and_Engineering,6,6
Norway,Telecommunications,6,5
New Zealand,Analytics_and_Algorithms,6,6
New Zealand,Industrial_and_Manufacturing,6,4
New Zealand,Security__eg_cybersecurity,6,5
Philippines,Computer_Vision,6,3
Poland,Physical_Sciences_and_Engineering,6,5
Portugal,Logic_Programming,6,5
Russia,Energy_Management,6,5
Slovenia,Generic_and_Unspecified,6,5
Slovenia,Machine_Learning,6,6
Argentina,Telecommunications,7,2
Argentina,Personal_Devices_and_Computing,7,4
Austria,Telecommunications,7,5
Austria,Industrial_and_Manufacturing,7,4
Belgium,Control,7,5
Belgium,Measuring_and_Testing,7,5
Switzerland,Life_Sciences,7,4
Switzerland,Business,7,3
Switzerland,Generic_and_Unspecified,7,2
Denmark,Energy_Management,7,7
Denmark,Logic_Programming,7,5
Denmark,Planning_and_Scheduling,7,5
Denmark,Security__eg_cybersecurity,7,7
Greece,Control,7,7
Greece,Measuring_and_Testing,7,5
Greece,Analytics_and_Algorithms,7,5
Italy,Speech_Processing,7,3
Italy,Knowledge_Representation,7,1
Morocco,Measuring_and_Testing,7,4
Morocco,Generic_and_Unspecified,7,2
Malaysia,Logic_Programming,7,6
Malaysia,Banking_and_Finance,7,5
Malaysia,Probabilistic_Reasoning,7,6
Netherlands,Ontology_Engineering,7,7
Netherlands,Knowledge_Representation,7,7
Netherlands,Transportation,7,7
Norway,Analytics_and_Algorithms,7,3
Norway,Control,7,5
Norway,Transportation,7,6
Peru,Personal_Devices_and_Computing,7,4
Poland,Security__eg_cybersecurity,7,4
Poland,Business,7,4
Ukraine,Generic_and_Unspecified,7,7
South Africa,Business,7,4
South Africa,Planning_and_Scheduling,7,4
South Africa,Personal_Devices_and_Computing,7,5
Bulgaria,Machine_Learning,8,8
Finland,Knowledge_Representation,8,4
Greece,Business,8,6
Greece,Generic_and_Unspecified,8,3
Hungary,Control,8,8
Hungary,Analytics_and_Algorithms,8,6
Morocco,Life_Sciences,8,4
Mexico,Ontology_Engineering,8,5
Malaysia,Telecommunications,8,8
Malaysia,Planning_and_Scheduling,8,6
Netherlands,Probabilistic_Reasoning,8,8
Netherlands,Logic_Programming,8,8
Norway,Generic_and_Unspecified,8,7
Peru,Telecommunications,8,5
Portugal,Measuring_and_Testing,8,6
Sweden,Energy_Management,8,6
Singapore,Energy_Management,8,7
Argentina,Planning_and_Scheduling,9,5
Austria,Generic_and_Unspecified,9,5
Czechia,Machine_Learning,9,8
Denmark,Probabilistic_Reasoning,9,8
Finland,Energy_Management,9,7
Hungary,Generic_and_Unspecified,9,8
Israel,Probabilistic_Reasoning,9,7
Israel,Industrial_and_Manufacturing,9,5
Lithuania,Personal_Devices_and_Computing,9,9
Lithuania,Life_Sciences,9,8
Morocco,Computer_Vision,9,8
Malaysia,Measuring_and_Testing,9,8
New Zealand,Probabilistic_Reasoning,9,9
New Zealand,Telecommunications,9,9
Portugal,Control,9,9
Sweden,Planning_and_Scheduling,9,5
Argentina,Generic_and_Unspecified,10,2
Argentina,Business,10,5
Belgium,Computer_Vision,10,10
Chile,Machine_Learning,10,2
Colombia,Machine_Learning,10,2
Denmark,Business,10,8
Finland,Probabilistic_Reasoning,10,5
Hungary,Telecommunications,10,8
Luxembourg,Logic_Programming,10,10
Luxembourg,Probabilistic_Reasoning,10,10
Luxembourg,Energy_Management,10,9
Malaysia,Transportation,10,10
Malaysia,Control,10,10
Malaysia,Life_Sciences,10,10
Netherlands,Industrial_and_Manufacturing,10,10
Norway,Measuring_and_Testing,10,6
Peru,Physical_Sciences_and_Engineering,10,3
Peru,Computer_Vision,10,6
